Baum,Bäume,add-e-umlaut
Haus,Häuser,add-er-umlaut
Student,Studenten,add-en
Buch,Bücher,add-er-umlaut
Hand,Hände,add-e-umlaut
Frau,Frauen,add-en
Ball,Bälle,add-e-umlaut
Kind,Kinder,add-er-umlaut
Lehrer,Lehrer,add-en
Gast,Gäste,add-e-umlaut
Bild,Bilder,add-er-umlaut
Auge,Augen,add-en
Mann,Männer,add-er-umlaut
Wort,Wörter,add-er-umlaut
Lampe,Lampen,add-en
