Hund,der
Katze,die
Haus,das
Mann,der
Frau,die
Kind,das
Tisch,der
Lampe,die
Buch,das
Auto,das
Apfel,der
Banane,die
Computer,der
Tür,die
Fenster,das
Stuhl,der
Tasche,die
Bett,das
Baum,der
Blume,die
Wasser,das
Lehrer,der
Lehrerin,die
Telefon,das
Schlüssel,der
Uhr,die
Radio,das
Kugelschreiber,der
Zeitung,die
Handy,das
